Species ID	Species Name	Gene ID	Gene Symbol	Additional Implicated Gene ID	Additional Implicated Gene Symbol	Gene Association	Genetic Entity ID	Genetic Entity Name	Genetic Entity Type	Genetic Entity Association	Disease Qualifier	Disease ID	Disease Name	Evidence Code	Evidence Code Abbreviation	Evidence Code Name	Experimental Conditions	Genetic Modifier Relation	Genetic Modifier IDs	Genetic Modifier Names	Strain Background ID	Strain Background Name	Genetic Sex	Notes	Annotation Type	Based On ID	Based On Symbol	Source	Source URL	Reference	Date
NCBITaxon:9606	Homo sapiens	HGNC:20289	CSNK1A1L			is_implicated_via_orthology	HGNC:20289	CSNK1A1L	gene	is_implicated_via_orthology		DOID:0050628	advanced sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										SGD:S000006125	HRR25	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:2452	CSNK1D			is_implicated_via_orthology	HGNC:2452	CSNK1D	gene	is_implicated_via_orthology		DOID:0050628	advanced sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										SGD:S000006125	HRR25	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:2453	CSNK1E			is_implicated_via_orthology	HGNC:2453	CSNK1E	gene	is_implicated_via_orthology		DOID:0050628	advanced sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										SGD:S000006125	HRR25	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:3176	EDN1			is_marker_via_orthology	HGNC:3176	EDN1	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										RGD:2532	Edn1	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:3179	EDNRA			is_marker_via_orthology	HGNC:3179	EDNRA	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										RGD:2535	Ednra	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:4265	GHRH			is_marker_via_orthology	HGNC:4265	GHRH	gene	is_marker_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										RGD:61883	Ghrh	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:4266	GHRHR			is_marker_via_orthology	HGNC:4266	GHRHR	gene	is_marker_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										RGD:2688	Ghrhr	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:18129	GHRL			is_marker_via_orthology	HGNC:18129	GHRL	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										RGD:632283	Ghrl	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:4267	GHSR			is_marker_via_orthology	HGNC:4267	GHSR	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										RGD:621397	Ghsr	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:4847	HCRT			is_implicated_via_orthology	HGNC:4847	HCRT	gene	is_implicated_via_orthology		DOID:8986	narcolepsy	ECO:0000501	IEA	evidence used in automatic assertion										MGI:1202306	Hcrt	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:4849	HCRTR2			is_implicated_via_orthology	HGNC:4849	HCRTR2	gene	is_implicated_via_orthology		DOID:8986	narcolepsy	ECO:0000501	IEA	evidence used in automatic assertion										MGI:2680765	Hcrtr2	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:5465	IGF1R			is_implicated_via_orthology	HGNC:5465	IGF1R	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0283499	InR	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:5962	IL10			is_marker_via_orthology	HGNC:5962	IL10	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										RGD:2886	Il10	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:5992	IL1B			is_marker_via_orthology	HGNC:5992	IL1B	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										RGD:2891	Il1b	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:6091	INSR			is_implicated_via_orthology	HGNC:6091	INSR	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0283499	InR	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:6093	INSRR			is_implicated_via_orthology	HGNC:6093	INSRR	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0283499	InR	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:7765	NF1			is_implicated_via_orthology	HGNC:7765	NF1	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0015269	Nf1	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:23631	NPSR1			is_implicated_via_orthology	HGNC:23631	NPSR1	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										MGI:2441738	Npsr1	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:8846	PER2			is_implicated_via_orthology	HGNC:8846	PER2	gene	is_implicated_via_orthology		DOID:0110011	advanced sleep phase syndrome 1	ECO:0000501	IEA	evidence used in automatic assertion										MGI:1195265	Per2	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:10500	S100B			is_marker_via_orthology	HGNC:10500	S100B	gene	is_marker_via_orthology		DOID:0050847	sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										RGD:3615	S100b	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:11517	TAC1			is_implicated_via_orthology	HGNC:11517	TAC1	gene	is_implicated_via_orthology		DOID:9220	central sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										RGD:3807	Tac1	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:11526	TACR1			is_implicated_via_orthology	HGNC:11526	TACR1	gene	is_implicated_via_orthology		DOID:9220	central sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										RGD:3811	Tacr1	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:11742	TFAP2A			is_implicated_via_orthology	HGNC:11742	TFAP2A	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0261953	TfAP-2	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:11743	TFAP2B			is_implicated_via_orthology	HGNC:11743	TFAP2B	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0261953	TfAP-2	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:11744	TFAP2C			is_implicated_via_orthology	HGNC:11744	TFAP2C	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0261953	TfAP-2	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:15581	TFAP2D			is_implicated_via_orthology	HGNC:15581	TFAP2D	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0261953	TfAP-2	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:30774	TFAP2E			is_implicated_via_orthology	HGNC:30774	TFAP2E	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0261953	TfAP-2	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:20692	TPH2			is_implicated_via_orthology	HGNC:20692	TPH2	gene	is_implicated_via_orthology		DOID:0050847	sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										RGD:631332	Tph2	Alliance		MGI:6194238	
NCBITaxon:9606	Homo sapiens	HGNC:53829	TPTEP2-CSNK1E			is_implicated_via_orthology	HGNC:53829	TPTEP2-CSNK1E	gene	is_implicated_via_orthology		DOID:0050628	advanced sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										SGD:S000006125	HRR25	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2006	Aanat			is_implicated_via_orthology	RGD:2006	Aanat	gene	is_implicated_via_orthology		DOID:0050628	advanced sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:19	AANAT	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2493	Ace			is_implicated_via_orthology	RGD:2493	Ace	gene	is_implicated_via_orthology	severity of	DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:2707	ACE	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2493	Ace			is_implicated_via_orthology	RGD:2493	Ace	gene	is_implicated_via_orthology	susceptibility to	DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:2707	ACE	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:628748	Adipoq			is_marker_via_orthology	RGD:628748	Adipoq	gene	is_marker_via_orthology		DOID:0050847	sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:13633	ADIPOQ	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2059	Adrb1			is_implicated_via_orthology	RGD:2059	Adrb1	gene	is_implicated_via_orthology	susceptibility to	DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:285	ADRB1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:621567	Atxn3			is_implicated_via_orthology	RGD:621567	Atxn3	gene	is_implicated_via_orthology		DOID:8986	narcolepsy	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7106	ATXN3	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2202	Bdnf			is_implicated_via_orthology	RGD:2202	Bdnf	gene	is_implicated_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:1033	BDNF	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:620743	Bmp7			is_implicated_via_orthology	RGD:620743	Bmp7	gene	is_implicated_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										MGI:103302	Bmp7	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:1309255	Ccl12			is_marker_via_orthology	RGD:1309255	Ccl12	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:10618	CCL2	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3645	Ccl2			is_marker_via_orthology	RGD:3645	Ccl2	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:10618	CCL2	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:69069	Ccl5			is_marker_via_orthology	RGD:69069	Ccl5	gene	is_marker_via_orthology	severity of	DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:10632	CCL5	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:708418	Cd40lg			is_marker_via_orthology	RGD:708418	Cd40lg	gene	is_marker_via_orthology		DOID:8986	narcolepsy	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:11935	CD40LG	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:61826	Chkb			is_implicated_via_orthology	RGD:61826	Chkb	gene	is_implicated_via_orthology	susceptibility to	DOID:8986	narcolepsy	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:1938	CHKB	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:61826	Chkb			is_implicated_via_orthology	RGD:61826	Chkb	gene	is_implicated_via_orthology	susceptibility to	DOID:8619	recurrent hypersomnia	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:1938	CHKB	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:620271	Clock			is_implicated_via_orthology	RGD:620271	Clock	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										MGI:99698	Clock	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2411	Crp			is_implicated_via_orthology	RGD:2411	Crp	gene	is_implicated_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:2367	CRP	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:735083	Cry1			is_implicated_via_orthology	RGD:735083	Cry1	gene	is_implicated_via_orthology	susceptibility to	DOID:0111141	delayed sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:2384	CRY1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:71098	Csnk1a1			is_implicated_via_orthology	RGD:71098	Csnk1a1	gene	is_implicated_via_orthology		DOID:0050628	advanced sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										SGD:S000006125	HRR25	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:71031	Csnk1d			is_implicated_via_orthology	RGD:71031	Csnk1d	gene	is_implicated_via_orthology		DOID:0050628	advanced sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										SGD:S000006125|HGNC:2452	HRR25|CSNK1D	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:71031	Csnk1d			is_implicated_via_orthology	RGD:71031	Csnk1d	gene	is_implicated_via_orthology		DOID:0110012	advanced sleep phase syndrome 2	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:2452	CSNK1D	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:62045	Csnk1e			is_implicated_via_orthology	RGD:62045	Csnk1e	gene	is_implicated_via_orthology		DOID:0050628	advanced sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										SGD:S000006125	HRR25	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:708540	Cxcl6			is_marker_via_orthology	RGD:708540	Cxcl6	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:10643	CXCL6	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:620573	Cyba			is_marker_via_orthology	RGD:620573	Cyba	gene	is_marker_via_orthology	severity of	DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:2577	CYBA	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:619796	Cysltr1			is_marker_via_orthology	RGD:619796	Cysltr1	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:17451	CYSLTR1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:619797	Cysltr2			is_marker_via_orthology	RGD:619797	Cysltr2	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:18274	CYSLTR2	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2532	Edn1			is_implicated_via_orthology	RGD:2532	Edn1	gene	is_implicated_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:3176	EDN1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2535	Ednra			is_implicated_via_orthology	RGD:2535	Ednra	gene	is_implicated_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:3179	EDNRA	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:61883	Ghrh			is_marker_via_orthology	RGD:61883	Ghrh	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:4265	GHRH	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2704	Glra1			is_implicated_via_orthology	RGD:2704	Glra1	gene	is_implicated_via_orthology		DOID:9091	REM sleep behavior disorder	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:4326	GLRA1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2786	Hcrt			is_marker_via_orthology	RGD:2786	Hcrt	gene	is_implicated_via_orthology		DOID:8986	narcolepsy	ECO:0000501	IEA	evidence used in automatic assertion										MGI:1202306|HGNC:4847	Hcrt|HCRT	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2786	Hcrt			is_marker_via_orthology	RGD:2786	Hcrt	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:4847	HCRT	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2786	Hcrt			is_marker_via_orthology	RGD:2786	Hcrt	gene	is_marker_via_orthology		DOID:8986	narcolepsy	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:4847	HCRT	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2788	Hcrtr2			is_implicated_via_orthology	RGD:2788	Hcrtr2	gene	is_implicated_via_orthology		DOID:8986	narcolepsy	ECO:0000501	IEA	evidence used in automatic assertion										MGI:2680765	Hcrtr2	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2806	Hmox1			is_marker_via_orthology	RGD:2806	Hmox1	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:5013	HMOX1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2825	Hp			is_marker_via_orthology	RGD:2825	Hp	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:5141	HP	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2857	Icam1			is_marker_via_orthology	RGD:2857	Icam1	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:5344	ICAM1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2869	Igf1r			is_implicated_via_orthology	RGD:2869	Igf1r	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0283499	InR	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2889	Il18			is_implicated_via_orthology	RGD:2889	Il18	gene	is_implicated_via_orthology	severity of	DOID:0050847	sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:5986	IL18	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2891	Il1b			is_marker_via_orthology	RGD:2891	Il1b	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:5992	IL1B	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2901	Il6			is_marker_via_orthology	RGD:2901	Il6	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:6018	IL6	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2902	Il6r			is_marker_via_orthology	RGD:2902	Il6r	gene	is_marker_via_orthology		DOID:0050847	sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:6019	IL6R	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2917	Insr			is_implicated_via_orthology	RGD:2917	Insr	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0283499	InR	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:67399	Insrr			is_implicated_via_orthology	RGD:67399	Insrr	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0283499	InR	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3000	Lep			is_marker_via_orthology	RGD:3000	Lep	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:6553	LEP	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3001	Lepr			is_implicated_via_orthology	RGD:3001	Lepr	gene	is_implicated_via_orthology	susceptibility to	DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:6554	LEPR	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3001	Lepr			is_marker_via_orthology	RGD:3001	Lepr	gene	is_marker_via_orthology		DOID:0050847	sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:6554	LEPR	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:621320	Mmp9			is_marker_via_orthology	RGD:621320	Mmp9	gene	is_implicated_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7176	MMP9	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:621320	Mmp9			is_marker_via_orthology	RGD:621320	Mmp9	gene	is_marker_via_orthology	disease progression of	DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7176	MMP9	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3102	Mog			is_implicated_via_orthology	RGD:3102	Mog	gene	is_implicated_via_orthology		DOID:8986	narcolepsy	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7197	MOG	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3122	Muc1			is_marker_via_orthology	RGD:3122	Muc1	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7508	MUC1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3168	Nf1			is_implicated_via_orthology	RGD:3168	Nf1	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										FB:FBgn0015269	Nf1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:1598328	Ngf			is_marker_via_orthology	RGD:1598328	Ngf	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7808	NGF	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3185	Nos2			is_marker_via_orthology	RGD:3185	Nos2	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7873	NOS2	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3185	Nos2			is_marker_via_orthology	RGD:3185	Nos2	gene	is_marker_via_orthology	severity of	DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7873	NOS2	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3186	Nos3			is_implicated_via_orthology	RGD:3186	Nos3	gene	is_implicated_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7876	NOS3	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3186	Nos3			is_implicated_via_orthology	RGD:3186	Nos3	gene	is_marker_via_orthology	severity of	DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7876	NOS3	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:3186	Nos3			is_marker_via_orthology	RGD:3186	Nos3	gene	is_marker_via_orthology		DOID:9220	central sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7876	NOS3	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:1564154	Npsr1			is_implicated_via_orthology	RGD:1564154	Npsr1	gene	is_implicated_via_orthology		DOID:535	sleep disorder	ECO:0000501	IEA	evidence used in automatic assertion										MGI:2441738	Npsr1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:2741	Nr3c1			is_marker_via_orthology	RGD:2741	Nr3c1	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7978	NR3C1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:621341	Nrg1			is_implicated_via_orthology	RGD:621341	Nrg1	gene	is_implicated_via_orthology	susceptibility to	DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:7997	NRG1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:620144	Ntrk1			is_marker_via_orthology	RGD:620144	Ntrk1	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:8031	NTRK1	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:61945	Per2			is_implicated_via_orthology	RGD:61945	Per2	gene	is_implicated_via_orthology		DOID:0050628	advanced sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:8846	PER2	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:61945	Per2			is_implicated_via_orthology	RGD:61945	Per2	gene	is_implicated_via_orthology		DOID:0110011	advanced sleep phase syndrome 1	ECO:0000501	IEA	evidence used in automatic assertion										MGI:1195265|HGNC:8846	Per2|PER2	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:621581	Per3			is_implicated_via_orthology	RGD:621581	Per3	gene	is_implicated_via_orthology		DOID:0110013	advanced sleep phase syndrome 3	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:8847	PER3	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:621581	Per3			is_implicated_via_orthology	RGD:621581	Per3	gene	is_implicated_via_orthology		DOID:0050628	advanced sleep phase syndrome	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:8847	PER3	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:1310734	Pla2g7			is_marker_via_orthology	RGD:1310734	Pla2g7	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:9040	PLA2G7	Alliance		MGI:6194238	
NCBITaxon:10116	Rattus norvegicus	RGD:620349	Ptgs2			is_marker_via_orthology	RGD:620349	Ptgs2	gene	is_marker_via_orthology		DOID:0050848	obstructive sleep apnea	ECO:0000501	IEA	evidence used in automatic assertion										HGNC:9605	PTGS2	Alliance		MGI:6194238	
